26,27,27,26,27,17,27,27,17,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,27,26,27,26,27,26,27,26,27
26,27,27,26,27,27,27,27,27,26,27,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,17,16,17,16,17,16,17,26,27
26,27,27,26,27,26,27,26,27,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,27,26,27,26,27,26,27,26,27
26,27,27,26,27,26,27,26,27,26,27,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,16,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,17,16,17,16,17,16,17,26,27
26,27,27,26,27,26,27,26,27,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,27,26,27,26,27,26,27,26,27
26,26,27,17,27,26,27,26,27,26,27,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,16,16,17,6,7,8,-1,-1,-1,-1,-1,-1,-1,-1,15,16,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,17,16,17,16,17,16,17,26,27
26,27,26,27,27,26,27,26,27,26,27,28,-1,-1,-1,-1,-1,-1,-1,5,6,7,6,7,8,-1,-1,25,16,17,17,16,17,18,-1,-1,-1,-1,-1,-1,-1,-1,25,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,8,-1,-1,-1,-1,25,27,26,27,26,27,26,27,26,27
26,27,26,27,27,26,27,26,27,26,27,18,-1,-1,-1,-1,-1,-1,-1,15,16,17,16,17,18,-1,-1,15,16,16,17,26,27,28,-1,-1,-1,-1,-1,-1,6,7,6,7,6,7,6,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,16,17,18,-1,-1,-1,-1,15,17,16,17,16,17,16,17,26,27
26,27,26,27,27,26,27,26,27,26,27,28,-1,-1,-1,-1,-1,-1,-1,25,26,27,26,27,28,-1,-1,25,16,16,17,16,16,17,6,7,6,7,6,7,16,17,16,17,17,16,16,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,27,26,27,26,27,26,16,26,27
26,27,26,27,27,26,27,26,27,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,16,17,17,16,16,17,16,17,16,17,16,17,16,16,16,16,16,16,16,17,38,-1,-1,5,6,7,6,6,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,17,16,17,16,17,16,26,26,27
26,27,26,27,27,26,27,26,27,26,27,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,16,16,17,16,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,27,26,27,26,27,26,26,27,17
16,17,26,27,27,26,27,26,27,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,26,26,27,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,17,16,17,16,17,16,26,27,27
26,27,26,27,27,16,26,26,27,16,17,18,-1,-1,5,6,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,8,-1,-1,-1,-1,25,27,26,27,26,27,26,27,26,27
26,16,26,27,27,26,26,26,26,26,27,28,-1,-1,15,16,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,16,17,18,-1,-1,-1,-1,15,16,16,16,16,16,16,16,16,17
26,26,26,27,27,17,17,17,17,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,26,26,26,26,16,17,26,16,17
26,26,27,26,27,27,27,27,27,27,27,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,16,17,17,17,16,17,16,17,16,17
26,26,27,26,27,16,17,16,17,16,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,16,17,17,18,-1,-1,-1,-1,-1,5,6,7,8,-1,-1,-1,-1,-1,15,16,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,16,16,17,17,27,27,17,16,26,27,16,17
26,26,27,26,27,26,27,26,27,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,26,27,27,28,-1,-1,-1,-1,-1,15,16,17,18,-1,-1,-1,-1,-1,25,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,8,-1,-1,-1,-1,-1,15,26,16,16,17,26,27,16,26,26,27,16,17
26,26,27,26,27,36,37,36,37,36,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,16,17,18,-1,-1,-1,-1,-1,25,26,26,16,16,17,16,26,26,27,17,16,17
26,26,27,17,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,8,-1,-1,-1,-1,-1,5,6,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,26,27,28,6,7,6,7,8,16,17,26,26,16,16,26,26,27,27,17,16,17
26,27,16,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,17,17,18,-1,-1,-1,-1,-1,15,16,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,6,7,6,7,17,18,16,16,16,17,18,16,17,26,27,26,26,26,27,26,27,27,16,17
26,27,16,17,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,27,27,28,-1,-1,48,-1,-1,25,26,27,28,-1,-1,-1,48,-1,-1,9,-1,-1,-1,-1,-1,9,-1,-1,48,-1,25,16,17,16,17,16,17,17,28,26,26,26,27,28,16,17,26,27,17,26,27,27,26,27,17,16,17
26,27,16,16,17,6,7,6,7,6,7,6,7,6,7,6,7,6,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,6,7,7,7,6,6,7,7,7,6,7,7,7,7,16,17,27,26,27,26,27,27,38,16,17,16,17,18,16,17,26,27,17,16,16,26,27,27,27,16,17
26,27,26,26,27,16,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,26,27,16,17,16,16,17,16,17,26,27,26,27,28,16,17,26,27,17,26,26,26,26,26,27,16,17
16,16,16,16,16,16,17,26,27,27,27,27,27,27,27,16,17,17,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,16,17,27,27,27,27,27,26,27,16,17,26,27,26,26,27,26,27,16,17,16,17,18,16,17,26,27,27,27,27,27,27,17,17,16,17
26,26,26,26,26,26,27,17,16,16,17,16,16,16,16,26,27,27,17,26,26,26,26,26,26,26,26,26,26,16,17,26,26,16,17,26,26,26,26,26,26,26,26,27,16,16,17,16,17,16,17,16,17,16,17,16,16,17,16,17,26,27,26,27,28,16,16,26,27,16,16,16,26,27,27,27,16,17
16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,17,16,16,16,16,16,26,27,16,16,26,27,16,16,16,17,16,16,16,17,26,16,16,17,16,17,26,27,16,17,16,17,16,17,27,26,16,17,17,17,17,17,16,26,26,26,26,26,26,26,26,26,27,16,17
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,17,16,16,26,27,27,27,27,27,27,17,17,17,17
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,27,26,26,26,26,26,26,26,26,27,27,27,27,27
